slNo,cust_id,cust_score,days_in_cart,purchase_hist,gender,rating,purchase
3317,4817,85,29,1,female,2,1
3318,4818,100,22,0,female,0,1
3319,4819,55,60,0,female,0,1
3320,4820,24,51,0,male,0,1
3321,4821,69,11,1,female,5,1
3322,4822,12,17,0,female,5,0
3323,4823,39,28,1,male,2,0
3324,4824,50,38,0,female,3,0
3325,4825,54,20,1,female,3,0
3326,4826,78,49,1,female,3,1
3327,4827,99,11,1,male,0,1
3328,4828,26,45,1,female,3,1
3329,4829,84,9,0,female,5,1
3330,4830,24,27,0,male,5,0
3331,4831,60,58,0,male,1,1
3332,4832,97,38,0,female,2,1
3333,4833,53,57,0,male,2,0
3334,4834,74,29,0,male,0,0
3335,4835,75,7,1,male,4,0
3336,4836,95,39,1,female,4,1
3337,4837,48,27,1,female,5,1
3338,4838,34,40,0,female,1,1
3339,4839,98,19,0,male,4,1
3340,4840,77,5,0,male,4,1
3341,4841,6,5,0,male,2,0
3342,4842,82,28,0,female,3,1
3343,4843,70,59,0,male,1,0
3344,4844,96,20,0,male,1,1
3345,4845,51,48,0,female,0,0
3346,4846,64,49,1,male,2,0
3347,4847,37,54,0,male,4,0
3348,4848,12,10,0,female,3,0
3349,4849,42,60,0,female,4,1
3350,4850,70,42,1,male,0,0
3351,4851,29,49,0,male,0,0
3352,4852,48,43,1,male,1,0
3353,4853,27,28,1,female,1,0
3354,4854,1,25,0,male,4,0
3355,4855,16,17,1,male,4,1
3356,4856,3,4,0,male,3,0
3357,4857,77,54,1,male,4,1
3358,4858,92,9,0,female,3,1
3359,4859,71,8,0,male,2,0
3360,4860,11,60,0,female,5,1
3361,4861,93,51,0,male,1,1
3362,4862,40,11,1,male,5,0
3363,4863,72,44,1,male,5,1
3364,4864,27,12,0,female,4,1
3365,4865,75,43,1,female,4,0
3366,4866,12,21,1,male,3,0
3367,4867,20,55,1,male,0,1
3368,4868,25,26,0,male,4,1
3369,4869,18,10,1,female,1,0
3370,4870,43,36,1,female,3,0
3371,4871,45,4,1,male,5,0
3372,4872,56,19,0,female,1,0
3373,4873,13,45,0,male,1,0
3374,4874,5,60,1,male,3,1
3375,4875,62,11,0,male,1,0
3376,4876,16,58,0,female,1,0
3377,4877,75,10,0,female,1,1
3378,4878,40,35,0,female,5,0
3379,4879,86,59,1,male,2,1
3380,4880,71,26,0,female,1,0
3381,4881,86,23,1,female,5,1
3382,4882,65,30,0,female,3,0
3383,4883,17,58,1,female,2,0
3384,4884,79,54,0,female,0,0
3385,4885,50,4,1,female,2,0
3386,4886,9,32,1,female,1,0
3387,4887,21,10,0,female,4,0
3388,4888,8,1,0,male,4,1
3389,4889,3,12,1,male,1,0
3390,4890,18,1,0,male,4,1
3391,4891,54,1,0,male,4,0
3392,4892,29,46,0,female,4,1
3393,4893,51,56,0,female,2,0
3394,4894,70,25,1,male,0,1
3395,4895,55,60,0,male,4,0
3396,4896,80,18,0,female,5,1
3397,4897,85,58,0,female,3,1
3398,4898,60,32,1,female,3,1
3399,4899,5,27,1,female,3,0
3400,4900,38,19,0,male,1,1
3401,4901,77,51,1,male,3,0
3402,4902,38,31,1,female,1,0
3403,4903,28,18,1,female,0,1
3404,4904,34,14,1,male,2,1
3405,4905,8,24,1,male,0,0
3406,4906,99,49,1,male,0,1
3407,4907,87,2,1,female,5,1
3408,4908,98,44,1,male,1,1
3409,4909,61,18,0,female,2,1
3410,4910,18,13,0,male,0,0
3411,4911,59,17,0,male,4,0
3412,4912,24,21,0,female,1,1
3413,4913,52,57,0,female,4,1
3414,4914,64,12,1,female,0,0
3415,4915,85,16,0,male,1,1
3416,4916,42,58,0,male,2,0
3417,4917,71,57,0,female,5,1
3418,4918,81,38,1,male,5,1
3419,4919,41,46,0,male,4,0
3420,4920,81,48,0,male,5,1
3421,4921,10,4,0,male,3,0
3422,4922,47,11,0,female,4,1
3423,4923,23,51,0,female,3,1
3424,4924,32,49,1,female,4,1
3425,4925,57,58,0,male,4,0
3426,4926,98,43,0,male,1,1
3427,4927,57,11,0,female,5,1
3428,4928,65,6,1,female,0,0
3429,4929,37,18,0,male,3,0
3430,4930,29,30,1,female,5,0
3431,4931,33,15,0,male,0,0
3432,4932,14,41,1,female,0,0
3433,4933,51,8,1,male,2,1
3434,4934,53,48,0,male,3,0
3435,4935,87,13,1,male,0,1
3436,4936,76,42,0,male,2,1
3437,4937,62,34,0,female,2,0
3438,4938,13,53,0,male,5,0
3439,4939,73,42,0,female,5,1
3440,4940,45,8,0,male,0,1
3441,4941,63,46,0,male,0,0
3442,4942,29,5,0,female,1,0
3443,4943,4,32,0,male,3,0
3444,4944,15,6,0,male,4,1
3445,4945,57,57,1,female,5,1
3446,4946,24,45,0,male,5,0
3447,4947,46,48,0,female,2,1
3448,4948,5,33,0,male,0,0
3449,4949,56,37,1,male,4,0
3450,4950,20,15,0,female,5,1
3451,4951,43,20,0,female,5,1
3452,4952,26,12,1,male,4,1
3453,4953,31,3,1,male,2,0
3454,4954,1,12,0,female,2,0
3455,4955,70,20,0,male,1,1
3456,4956,28,4,1,female,3,1
3457,4957,33,44,0,female,1,1
3458,4958,37,32,1,female,4,1
3459,4959,43,26,1,male,5,0
3460,4960,30,49,1,female,2,0
3461,4961,76,34,0,male,0,0
3462,4962,52,38,1,female,0,1
3463,4963,99,10,1,male,4,1
3464,4964,98,60,0,female,0,1
3465,4965,99,23,0,male,2,1
3466,4966,81,29,0,female,2,1
3467,4967,4,3,1,female,4,1
3468,4968,22,6,1,female,1,0
3469,4969,32,46,0,female,3,1
3470,4970,52,25,1,female,2,1
3471,4971,18,48,1,female,0,0
3472,4972,28,54,0,male,1,0
3473,4973,66,5,1,female,4,1
3474,4974,9,40,1,male,2,0
3475,4975,87,47,0,male,2,1
3476,4976,4,16,1,male,3,0
3477,4977,29,32,0,female,4,1
3478,4978,65,43,1,male,4,0
3479,4979,45,33,0,female,4,0
3480,4980,7,14,0,female,0,0
3481,4981,12,23,1,male,4,1
3482,4982,17,38,0,female,5,0
3483,4983,62,28,1,male,1,0
3484,4984,51,15,0,male,5,1
3485,4985,15,14,1,male,3,0
3486,4986,42,24,1,female,5,1
3487,4987,55,32,1,female,1,0
3488,4988,2,7,0,male,4,1
3489,4989,27,6,1,male,4,1
3490,4990,94,11,0,male,2,1
3491,4991,46,49,1,male,3,1
3492,4992,50,21,0,male,5,0
3493,4993,25,5,1,male,3,0
3494,4994,57,19,0,female,5,0
3495,4995,26,23,0,female,3,1
3496,4996,98,35,0,male,4,1
3497,4997,70,10,1,female,4,1
3498,4998,19,1,1,male,5,1
3499,4999,37,3,0,male,1,1
3500,5000,27,31,1,female,0,0
3501,5001,74,17,0,male,0,1
3502,5002,86,32,1,male,3,1
3503,5003,4,59,0,male,2,0
3504,5004,83,44,1,male,3,1
3505,5005,80,21,1,male,1,1
3506,5006,22,6,0,male,1,0
3507,5007,31,42,0,female,4,1
3508,5008,44,59,0,male,4,0
3509,5009,95,39,1,male,3,1
3510,5010,28,13,1,female,1,0
3511,5011,28,54,0,male,2,0
3512,5012,8,23,0,female,2,0
3513,5013,55,6,0,female,2,0
3514,5014,9,15,0,male,0,0
3515,5015,7,2,1,female,5,1
3516,5016,81,25,1,female,5,1
3517,5017,13,23,0,male,5,0
3518,5018,87,14,1,male,0,1
3519,5019,93,15,0,male,3,1
3520,5020,5,50,0,male,2,0
3521,5021,78,59,1,male,1,0
3522,5022,82,34,0,female,0,1
3523,5023,14,33,1,female,0,0
3524,5024,21,8,0,female,4,1
3525,5025,36,51,1,female,3,1
3526,5026,68,51,0,female,4,0
3527,5027,37,10,0,female,4,0
3528,5028,32,3,0,female,3,0
3529,5029,13,36,1,male,3,0
3530,5030,72,30,1,male,5,1
3531,5031,2,17,1,male,0,0
3532,5032,14,52,1,female,3,1
3533,5033,85,4,0,male,0,1
3534,5034,20,35,0,female,0,1
3535,5035,82,31,1,male,1,1
3536,5036,28,5,0,male,3,1
3537,5037,66,34,1,male,4,1
3538,5038,80,53,0,female,1,1
3539,5039,33,55,0,male,3,1
3540,5040,26,42,0,male,5,0
3541,5041,1,56,1,male,5,0
3542,5042,4,34,1,female,0,0
3543,5043,37,57,1,male,2,1
3544,5044,10,8,0,female,2,0
3545,5045,6,26,1,female,3,0
3546,5046,6,54,1,female,5,0
3547,5047,23,46,1,male,4,0
3548,5048,20,55,1,female,4,1
3549,5049,69,47,0,female,3,1
3550,5050,57,5,1,male,2,0
3551,5051,50,17,0,female,0,0
3552,5052,74,15,1,female,3,0
3553,5053,62,52,0,male,0,1
3554,5054,37,24,0,female,3,0
3555,5055,69,31,1,male,1,0
3556,5056,74,52,1,male,1,0
3557,5057,38,36,1,female,5,0
3558,5058,49,43,1,female,0,0
3559,5059,46,58,1,male,2,1
3560,5060,6,19,1,female,4,0
3561,5061,51,58,0,female,4,1
3562,5062,34,45,1,female,4,0
3563,5063,85,49,0,male,2,1
3564,5064,30,56,1,female,3,0
3565,5065,54,8,1,male,5,0
3566,5066,89,12,0,male,5,1
3567,5067,38,60,0,female,2,0
3568,5068,44,6,1,male,3,0
3569,5069,3,6,0,male,0,0
3570,5070,67,39,1,female,4,1
3571,5071,13,26,1,male,2,0
3572,5072,26,3,0,female,1,1
3573,5073,97,42,0,female,0,1
3574,5074,61,32,1,male,1,1
3575,5075,38,7,0,male,2,0
3576,5076,95,9,1,female,0,1
3577,5077,16,57,0,female,5,1
3578,5078,48,15,0,female,2,0
3579,5079,91,31,0,female,4,1
3580,5080,23,55,1,male,4,0
3581,5081,55,22,1,male,0,1
3582,5082,34,6,0,male,1,0
3583,5083,68,55,1,male,0,1
3584,5084,43,25,1,male,3,1
3585,5085,68,35,0,female,4,1
3586,5086,15,40,1,male,3,0
3587,5087,80,11,1,male,3,1
3588,5088,74,26,1,male,5,0
3589,5089,70,39,1,female,2,0
3590,5090,90,38,0,male,3,1
3591,5091,91,58,0,female,5,1
3592,5092,25,11,1,female,2,1
3593,5093,25,43,0,female,4,1
3594,5094,40,52,0,male,5,0
3595,5095,44,52,1,male,0,0
3596,5096,51,2,1,female,3,0
3597,5097,26,34,0,female,0,0
3598,5098,43,12,1,female,0,1
3599,5099,4,31,0,female,3,0
3600,5100,25,36,0,female,3,1
3601,5101,8,17,1,female,4,1
3602,5102,78,40,0,male,3,0
3603,5103,64,45,1,female,4,1
3604,5104,3,60,0,male,4,0
3605,5105,2,43,1,female,5,1
3606,5106,49,50,1,male,4,0
3607,5107,50,10,1,male,4,0
3608,5108,85,8,1,female,1,1
3609,5109,56,29,0,male,3,1
3610,5110,43,7,1,male,4,1
3611,5111,88,34,0,female,5,1
3612,5112,70,12,0,male,4,1
3613,5113,92,55,0,male,3,1
3614,5114,59,28,0,male,5,0
3615,5115,85,54,1,male,3,1
3616,5116,11,32,1,female,3,0
3617,5117,33,47,1,male,0,1
3618,5118,88,33,0,female,5,1
3619,5119,43,1,1,male,0,1
3620,5120,1,39,1,male,1,0
3621,5121,26,59,0,male,3,0
3622,5122,95,26,0,female,5,1
3623,5123,99,59,0,male,4,1
3624,5124,23,48,1,female,1,0
3625,5125,89,43,0,female,1,1
3626,5126,63,42,0,male,5,1
3627,5127,95,29,0,male,3,1
3628,5128,90,55,1,female,1,1
3629,5129,9,25,0,female,4,0
3630,5130,93,49,0,male,5,1
3631,5131,85,5,1,female,1,1
3632,5132,46,22,1,male,1,1
3633,5133,75,47,1,female,2,0
3634,5134,12,30,0,female,0,0
3635,5135,74,15,0,male,5,1
3636,5136,97,35,1,male,3,1
3637,5137,21,40,1,male,3,1
3638,5138,93,35,0,female,5,1
3639,5139,29,20,0,female,3,0
3640,5140,89,38,0,female,3,1
3641,5141,95,32,0,female,2,1
3642,5142,61,21,1,male,3,0
3643,5143,92,49,1,male,2,1
3644,5144,85,2,0,female,0,1
3645,5145,21,49,0,female,2,1
3646,5146,29,24,0,male,1,1
3647,5147,41,36,0,female,2,0
3648,5148,33,1,1,female,5,1
3649,5149,96,28,0,male,1,1
3650,5150,67,36,1,male,0,1
3651,5151,77,20,1,female,1,1
3652,5152,54,14,1,male,5,1
3653,5153,64,19,1,female,1,1
3654,5154,31,47,0,male,1,0
3655,5155,89,50,0,female,3,1
3656,5156,59,32,0,female,1,1
3657,5157,26,41,0,female,2,0
3658,5158,67,26,0,female,2,1
3659,5159,35,35,1,male,5,0
3660,5160,8,52,1,male,4,0
3661,5161,11,27,1,female,4,0
3662,5162,1,59,1,female,3,0
3663,5163,55,4,1,female,3,1
3664,5164,31,47,1,female,3,1
3665,5165,55,31,0,female,2,0
3666,5166,14,35,0,female,3,1
3667,5167,55,55,1,male,2,0
3668,5168,58,42,1,male,3,0
3669,5169,40,12,1,female,4,0
3670,5170,88,21,0,male,5,1
3671,5171,100,54,1,female,0,1
3672,5172,88,22,1,male,1,1
3673,5173,45,14,1,female,2,1
3674,5174,61,29,1,female,0,1
3675,5175,11,33,1,male,1,0
3676,5176,80,59,0,female,0,0
3677,5177,20,39,0,male,0,0
3678,5178,17,23,0,male,5,1
3679,5179,100,13,0,male,0,1
3680,5180,66,52,0,female,5,1
3681,5181,4,46,0,female,1,0
3682,5182,44,22,0,male,4,1
3683,5183,94,28,1,female,5,1
3684,5184,39,12,0,male,4,1
3685,5185,11,6,0,female,2,0
3686,5186,5,20,0,male,2,0
3687,5187,44,8,1,female,4,1
3688,5188,79,44,0,female,3,0
3689,5189,42,42,1,male,3,0
3690,5190,37,20,1,female,3,0
3691,5191,75,6,1,female,0,1
3692,5192,96,47,1,male,5,1
3693,5193,1,42,1,male,0,0
3694,5194,63,41,0,male,1,1
3695,5195,5,24,1,male,4,1
3696,5196,66,6,0,male,0,0
3697,5197,31,41,1,female,0,1
3698,5198,66,60,1,female,3,0
3699,5199,50,60,1,female,2,0
3700,5200,100,38,0,male,0,1
3701,5201,25,58,0,female,4,1
3702,5202,52,59,0,male,1,0
3703,5203,67,59,0,female,2,1
3704,5204,63,55,1,female,4,0
3705,5205,23,52,1,male,2,1
3706,5206,3,1,1,female,5,0
3707,5207,26,58,0,male,5,0
3708,5208,18,15,1,female,2,0
3709,5209,69,52,0,female,2,0
3710,5210,57,48,0,female,1,0
3711,5211,97,36,0,male,1,1
3712,5212,22,30,0,female,0,0
3713,5213,12,36,1,male,3,0
3714,5214,41,46,0,female,0,1
3715,5215,8,43,1,male,0,0
3716,5216,46,14,1,male,1,1
3717,5217,41,32,1,female,5,1
3718,5218,25,53,0,female,2,0
3719,5219,12,5,0,male,4,0
3720,5220,65,49,0,female,2,1
3721,5221,54,55,1,male,0,0
3722,5222,77,18,1,male,4,0
3723,5223,97,8,0,male,3,1
3724,5224,89,45,1,male,1,1
3725,5225,85,16,1,female,3,1
3726,5226,94,28,0,male,3,1
3727,5227,50,60,0,male,1,0
3728,5228,55,15,1,female,2,1
3729,5229,21,48,1,male,4,1
3730,5230,29,35,0,female,3,1
3731,5231,52,55,0,female,0,0
3732,5232,13,25,0,female,5,1
3733,5233,41,49,1,male,0,0
3734,5234,70,26,0,female,0,1
3735,5235,19,44,1,female,2,0
3736,5236,2,5,0,male,5,1
3737,5237,70,12,0,female,5,1
3738,5238,1,40,0,female,3,0
3739,5239,72,23,0,male,0,0
3740,5240,79,10,1,female,5,1
3741,5241,24,14,1,female,5,1
3742,5242,27,28,1,female,2,1
3743,5243,61,29,0,male,4,0
3744,5244,31,19,0,female,0,1
3745,5245,45,10,1,female,2,0
3746,5246,20,51,0,female,2,1
3747,5247,3,19,0,female,0,0
3748,5248,89,9,0,female,1,1
3749,5249,76,32,1,female,3,1
3750,5250,12,49,0,male,5,1
3751,5251,68,33,1,male,1,0
3752,5252,89,26,1,female,2,1
3753,5253,57,41,1,female,1,1
3754,5254,46,6,0,female,5,0
3755,5255,28,4,0,female,2,0
3756,5256,67,56,1,male,5,0
3757,5257,1,55,0,female,2,0
3758,5258,49,13,1,male,0,0
3759,5259,88,18,0,female,0,1
3760,5260,52,8,1,female,3,1
3761,5261,17,27,1,female,0,0
3762,5262,28,52,0,male,3,0
3763,5263,97,50,1,female,2,1
3764,5264,22,22,1,female,2,0
3765,5265,21,15,1,female,3,0
3766,5266,89,17,0,female,4,1
3767,5267,67,55,1,male,2,0
3768,5268,74,47,1,male,2,1
3769,5269,59,1,1,female,0,0
3770,5270,49,50,0,female,1,0
3771,5271,8,20,0,female,4,0
3772,5272,17,17,1,male,2,0
3773,5273,88,32,0,male,2,1
3774,5274,55,26,0,female,5,1
3775,5275,31,7,1,male,1,1
3776,5276,27,32,1,male,0,1
3777,5277,50,22,1,male,5,1
3778,5278,24,53,1,male,2,0
3779,5279,27,22,1,male,4,0
3780,5280,87,14,0,female,4,1
3781,5281,29,21,1,male,4,0
3782,5282,12,57,1,female,1,0
3783,5283,54,36,1,female,3,1
3784,5284,44,21,1,male,5,0
3785,5285,60,37,0,female,3,1
3786,5286,87,16,0,female,2,1
3787,5287,32,34,0,female,0,1
3788,5288,57,30,1,male,4,1
3789,5289,90,15,1,male,3,1
3790,5290,56,53,0,male,0,0
3791,5291,67,46,0,male,4,1
3792,5292,24,45,1,female,0,1
3793,5293,87,52,0,male,2,1
3794,5294,59,53,0,female,4,1
3795,5295,34,35,0,female,5,0
3796,5296,54,3,1,male,2,0
3797,5297,24,54,1,male,1,0
3798,5298,69,23,1,female,4,0
3799,5299,13,3,0,male,0,0
3800,5300,81,57,0,female,2,1
3801,5301,41,33,1,male,3,0
3802,5302,52,50,1,female,3,0
3803,5303,10,45,1,male,1,0
3804,5304,84,24,1,male,2,1
3805,5305,89,55,1,male,2,1
3806,5306,84,10,1,male,4,1
3807,5307,91,25,1,male,5,1
3808,5308,71,41,1,female,5,0
3809,5309,66,45,1,female,5,1
3810,5310,42,35,1,female,4,0
3811,5311,64,2,1,female,0,1
3812,5312,15,52,1,female,2,0
3813,5313,51,8,1,male,4,1
3814,5314,58,51,0,male,0,0
3815,5315,73,19,1,female,2,0
3816,5316,86,28,0,female,5,1
3817,5317,20,54,1,female,1,1
3818,5318,76,5,0,male,2,1
3819,5319,3,46,0,female,4,1
3820,5320,53,38,0,female,0,0
3821,5321,44,25,1,male,2,1
3822,5322,97,34,0,male,3,1
3823,5323,96,50,1,female,3,1
3824,5324,13,24,0,male,5,0
3825,5325,46,57,1,male,2,1
3826,5326,31,55,0,female,3,1
3827,5327,100,53,0,female,1,1
3828,5328,67,57,1,male,2,1
3829,5329,2,41,0,male,5,1
3830,5330,39,53,0,male,3,1
3831,5331,36,6,1,male,2,0
3832,5332,72,17,1,female,5,1
3833,5333,82,29,0,male,4,1
3834,5334,48,47,1,male,4,0
3835,5335,24,56,1,female,3,1
3836,5336,90,8,1,female,5,1
3837,5337,25,57,1,male,3,0
3838,5338,39,50,1,female,4,0
3839,5339,97,14,1,male,1,1
3840,5340,62,52,0,male,4,0
3841,5341,3,5,1,female,2,0
3842,5342,9,58,0,male,1,0
3843,5343,66,23,0,male,2,0
3844,5344,52,38,0,male,2,0
3845,5345,78,46,1,female,4,0
3846,5346,26,53,1,female,3,1
3847,5347,81,48,1,male,3,1
3848,5348,13,32,0,female,5,0
3849,5349,34,10,0,female,3,0
3850,5350,87,8,1,female,1,1
3851,5351,100,41,1,male,4,1
3852,5352,68,36,1,female,2,1
3853,5353,96,14,0,female,0,1
3854,5354,24,35,1,male,0,0
3855,5355,57,13,0,female,2,1
3856,5356,17,31,0,male,0,0
3857,5357,84,17,0,female,0,1
3858,5358,61,13,0,female,0,1
3859,5359,26,16,1,male,5,1
3860,5360,19,32,0,male,5,0
3861,5361,8,10,0,male,4,1
3862,5362,39,54,1,female,2,0
3863,5363,9,31,1,male,0,0
3864,5364,45,37,0,female,2,1
3865,5365,24,27,0,male,5,1
3866,5366,17,52,1,female,1,0
3867,5367,3,28,1,male,5,0
3868,5368,27,9,1,male,4,1
3869,5369,45,28,0,male,1,1
3870,5370,69,31,0,male,0,0
3871,5371,56,25,0,male,3,0
3872,5372,94,34,1,female,1,1
3873,5373,50,26,0,female,3,0
3874,5374,59,12,1,male,0,1
3875,5375,51,13,0,male,1,0
3876,5376,31,53,0,male,3,0
3877,5377,72,30,1,male,5,1
3878,5378,36,41,1,male,2,0
3879,5379,29,55,1,female,2,1
3880,5380,67,27,1,female,0,1
3881,5381,66,13,1,male,5,1
3882,5382,44,4,1,female,4,1
3883,5383,13,48,1,female,1,0
3884,5384,26,52,0,female,3,1
3885,5385,44,44,1,male,0,1
3886,5386,71,48,0,male,0,1
3887,5387,86,42,1,male,1,1
3888,5388,14,49,0,male,4,0
3889,5389,70,40,0,male,2,1
3890,5390,96,45,0,female,0,1
3891,5391,68,7,0,female,3,1
3892,5392,96,15,1,male,0,1
3893,5393,4,11,0,male,0,0
3894,5394,73,2,1,female,5,1
3895,5395,80,18,0,female,3,0
3896,5396,40,59,0,female,3,0
3897,5397,27,12,1,male,4,1
3898,5398,63,27,1,male,4,0
3899,5399,56,47,1,female,5,0
3900,5400,97,47,1,male,5,1
3901,5401,46,21,0,male,3,0
3902,5402,58,12,0,male,4,0
3903,5403,78,11,1,male,0,0
3904,5404,40,19,1,female,5,1
3905,5405,87,55,0,male,0,1
3906,5406,60,43,1,female,2,1
3907,5407,97,49,0,female,3,1
3908,5408,77,12,0,male,4,0
3909,5409,4,3,1,female,0,0
3910,5410,58,20,0,female,3,1
3911,5411,1,27,1,male,1,0
3912,5412,35,21,0,male,5,1
3913,5413,17,4,0,male,1,0
3914,5414,84,25,0,male,4,1
3915,5415,65,9,1,female,3,1
3916,5416,2,38,1,male,3,1
3917,5417,42,27,0,female,4,1
3918,5418,8,23,0,female,3,0
3919,5419,13,47,0,male,2,0
3920,5420,41,56,1,male,0,0
3921,5421,97,43,1,male,1,1
3922,5422,77,56,0,female,1,0
3923,5423,44,59,0,female,2,1
3924,5424,33,48,0,male,2,0
3925,5425,29,29,1,female,5,1
3926,5426,37,36,0,male,5,1
3927,5427,23,14,1,male,4,0
3928,5428,98,25,0,female,0,1
3929,5429,68,8,1,female,4,1
3930,5430,58,4,0,male,0,0
3931,5431,20,11,1,male,2,1
3932,5432,23,14,1,male,4,0
3933,5433,72,12,0,female,0,0
3934,5434,98,20,0,female,3,1
3935,5435,36,3,0,male,1,0
3936,5436,21,13,1,male,3,1
3937,5437,82,28,0,female,0,1
3938,5438,96,43,1,female,0,1
3939,5439,49,17,0,male,4,0
3940,5440,49,44,1,female,1,1
3941,5441,42,31,1,female,3,1
3942,5442,43,10,1,female,0,0
3943,5443,41,8,0,male,4,1
3944,5444,24,51,1,female,3,0
3945,5445,17,5,0,male,3,1
3946,5446,7,35,1,male,5,0
3947,5447,55,23,1,male,1,1
3948,5448,1,58,1,female,2,0
3949,5449,22,47,0,male,5,0
3950,5450,10,59,0,female,2,0
3951,5451,46,58,1,male,4,0
3952,5452,30,46,0,female,0,1
3953,5453,95,50,0,male,1,1
3954,5454,54,14,0,female,5,1
3955,5455,85,23,0,female,1,1
3956,5456,30,11,0,male,1,0
3957,5457,23,12,0,female,0,1
3958,5458,29,9,0,male,4,1
3959,5459,82,29,0,male,0,1
3960,5460,17,49,0,female,0,0
3961,5461,68,23,0,female,2,0
3962,5462,52,56,1,female,1,1
3963,5463,4,46,0,female,1,0
3964,5464,62,3,1,male,3,1
3965,5465,61,45,1,female,2,1
3966,5466,86,46,0,female,0,1
3967,5467,29,55,0,male,1,0
3968,5468,83,57,0,female,1,1
3969,5469,34,33,1,male,1,0
3970,5470,66,23,1,male,0,1
3971,5471,38,25,0,female,1,1
3972,5472,58,57,1,female,3,1
3973,5473,88,56,1,female,2,1
3974,5474,25,4,1,female,0,1
3975,5475,40,10,0,male,4,1
3976,5476,86,14,1,female,4,1
3977,5477,71,50,0,female,1,0
3978,5478,82,23,0,male,1,1
3979,5479,25,2,0,female,2,0
3980,5480,63,21,0,female,3,1
3981,5481,97,3,1,female,1,1
3982,5482,18,3,0,female,4,0
3983,5483,57,15,1,male,2,0
3984,5484,46,30,1,female,2,0
3985,5485,8,21,0,male,0,0
3986,5486,63,36,0,male,5,1
3987,5487,77,5,0,male,5,1
3988,5488,64,19,1,female,4,0
3989,5489,96,54,0,male,5,1
3990,5490,39,7,0,female,2,1
3991,5491,7,35,1,male,2,0
3992,5492,22,58,0,female,3,1
3993,5493,3,43,0,male,2,0
3994,5494,49,33,0,male,0,0
3995,5495,48,57,1,male,2,0
3996,5496,68,44,1,male,1,1
3997,5497,39,57,1,male,3,1
3998,5498,77,31,0,female,2,0
3999,5499,39,45,1,male,1,1
4000,5500,25,30,0,female,1,0
4001,5501,15,5,0,female,3,0
4002,5502,52,21,0,female,3,0
4003,5503,41,31,1,female,4,0
4004,5504,68,14,1,female,3,0
4005,5505,20,32,0,male,4,1
4006,5506,6,22,0,male,1,0
4007,5507,24,5,1,female,2,1
4008,5508,65,25,1,female,5,0
4009,5509,97,55,1,female,3,1
4010,5510,32,53,0,male,1,0
4011,5511,19,33,0,male,4,1
4012,5512,62,53,1,female,3,0
4013,5513,75,24,0,female,1,0
4014,5514,1,18,1,male,0,0
4015,5515,20,11,0,male,5,1
4016,5516,75,24,0,female,2,1
4017,5517,56,1,1,female,3,0
4018,5518,27,7,1,male,5,0
4019,5519,53,15,1,male,5,0
4020,5520,9,1,0,male,2,0
4021,5521,32,52,0,female,4,0
4022,5522,28,6,1,male,4,0
4023,5523,48,33,1,female,5,1
4024,5524,36,30,1,male,2,0
4025,5525,26,53,0,male,1,0
4026,5526,77,6,1,female,5,1
4027,5527,13,16,1,male,2,0
4028,5528,17,51,0,female,1,0
4029,5529,85,4,0,male,0,1
4030,5530,45,18,1,male,4,1
4031,5531,7,23,1,female,0,0
4032,5532,80,20,0,male,5,1
4033,5533,93,9,0,male,4,1
4034,5534,84,31,0,female,2,1
4035,5535,10,9,1,female,3,1
4036,5536,41,48,0,male,1,1
4037,5537,88,41,0,male,1,1
4038,5538,57,38,1,female,3,1
4039,5539,97,12,1,female,1,1
4040,5540,98,36,1,female,2,1
4041,5541,70,34,0,female,4,1
4042,5542,46,39,0,male,3,0
4043,5543,3,49,0,female,0,0
4044,5544,99,58,1,female,5,1
4045,5545,5,33,1,female,1,0
4046,5546,61,24,0,male,2,0
4047,5547,87,53,1,male,0,1
4048,5548,33,44,0,female,4,1
4049,5549,57,51,0,male,5,0
4050,5550,85,20,1,female,3,1
4051,5551,99,27,1,female,3,1
4052,5552,54,45,0,male,4,0
4053,5553,46,60,0,male,5,0
4054,5554,74,43,0,male,5,1
4055,5555,74,17,1,male,0,1
4056,5556,100,16,1,female,3,1
4057,5557,57,1,0,female,4,1
4058,5558,66,59,1,male,4,1
4059,5559,63,16,1,female,1,0
4060,5560,4,7,1,female,3,0
4061,5561,99,50,0,female,2,1
4062,5562,97,32,1,male,5,1
4063,5563,22,17,0,female,5,1
4064,5564,75,30,1,male,3,0
4065,5565,62,31,0,female,2,0
4066,5566,57,22,0,female,4,0
4067,5567,98,23,0,female,0,1
4068,5568,36,24,0,male,1,0
4069,5569,45,60,1,male,1,0
4070,5570,74,6,1,female,0,1
4071,5571,11,18,0,female,0,0
4072,5572,93,18,1,male,5,1
4073,5573,92,60,1,male,5,1
4074,5574,6,4,0,male,1,0
4075,5575,42,29,1,male,3,1
4076,5576,8,14,0,female,1,0
4077,5577,81,60,0,male,0,1
4078,5578,12,43,1,male,3,1
4079,5579,100,43,1,male,0,1
4080,5580,23,39,1,female,4,0
4081,5581,41,9,0,female,1,1
4082,5582,87,43,0,male,3,1
4083,5583,35,35,1,male,1,0
4084,5584,45,56,0,male,3,1
4085,5585,3,43,1,male,3,0
4086,5586,51,20,1,female,0,1
4087,5587,42,55,1,female,0,1
4088,5588,14,15,1,male,4,0
4089,5589,60,24,0,male,5,0
4090,5590,79,3,1,male,1,1
4091,5591,73,52,0,male,4,1
